ds,y,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_9,lag_12,lag_18,lag_24,lag_36,rolling_mean_3,rolling_std_3,rolling_min_3,rolling_max_3,rolling_mean_6,rolling_std_6,rolling_min_6,rolling_max_6,rolling_mean_12,rolling_std_12,rolling_min_12,rolling_max_12,rolling_mean_24,rolling_std_24,rolling_min_24,rolling_max_24,diff_1,diff_12,diff_24,day_of_week,day_of_month,day_of_year,week_of_year,month,quarter,is_weekend,fourier_sin_p12_k1,fourier_cos_p12_k1,fourier_sin_p12_k2,fourier_cos_p12_k2,fourier_sin_p12_k3,fourier_cos_p12_k3,fourier_sin_p12_k4,fourier_cos_p12_k4
1956-06-01,374,318.0,313.0,317.0,277.0,284.0,278.0,312.0,315.0,229.0,264.0,243.0,316.0,2.645751311063699,313.0,318.0,297.8333333333333,20.113842662868855,277.0,318.0,303.0,34.72227474743545,237.0,364.0,279.0,39.623225512318015,203.0,364.0,56.0,59.0,110.0,4,1,153,22,6,2,0,0.5000000000000011,-0.866025403784438,-0.8660254037844398,0.4999999999999979,1.0,-3.4321059407955307e-15,-0.8660254037844362,-0.5000000000000042
1956-07-01,413,374.0,318.0,313.0,317.0,277.0,284.0,274.0,364.0,242.0,302.0,264.0,335.0,33.86738844375213,313.0,374.0,313.8333333333333,34.33608403220489,277.0,374.0,307.9166666666667,40.304428661091336,237.0,374.0,283.5833333333333,43.93959951794179,203.0,374.0,39.0,49.0,111.0,6,1,183,26,7,3,1,-1.7157434800794711e-15,-1.0,3.4314869601589423e-15,1.0,1.9581969173625882e-15,-1.0,6.8629739203178846e-15,1.0
1956-08-01,405,413.0,374.0,318.0,313.0,317.0,277.0,237.0,347.0,233.0,293.0,272.0,368.3333333333333,47.752835866923434,318.0,413.0,335.3333333333333,49.12297493705593,277.0,413.0,312.0,48.20976890819796,237.0,413.0,288.2083333333333,51.20375255156918,203.0,413.0,-8.0,58.0,112.0,2,1,214,31,8,3,0,-0.4999999999999979,-0.8660254037844398,0.8660254037844362,0.5000000000000042,-1.0,-7.348499775520708e-15,0.8660254037844436,-0.4999999999999915
1956-09-01,355,405.0,413.0,374.0,318.0,313.0,317.0,278.0,312.0,267.0,259.0,237.0,397.3333333333333,20.599352740640427,374.0,413.0,356.6666666666667,46.44423179111282,313.0,413.0,316.8333333333333,54.5307808545421,237.0,413.0,292.875,56.490331993144274,203.0,413.0,-50.0,43.0,96.0,5,1,245,35,9,3,1,-0.8660254037844354,-0.5000000000000058,0.8660254037844453,-0.49999999999998856,-1.2738802633678827e-14,1.0,-0.8660254037844254,-0.5000000000000229
1956-10-01,306,355.0,405.0,413.0,374.0,318.0,313.0,284.0,274.0,269.0,229.0,211.0,391.0,31.432467291003377,355.0,413.0,363.0,42.36507995979643,313.0,413.0,320.4166666666667,55.58688258169863,237.0,413.0,296.875,57.37922097763273,203.0,413.0,-49.0,32.0,77.0,0,1,275,40,10,4,0,-1.0,-3.674559378078648e-15,7.349118756157295e-15,-1.0,1.0,1.8129105491836944e-14,-1.469823751231459e-14,1.0
1956-11-01,271,306.0,355.0,405.0,413.0,374.0,318.0,277.0,237.0,270.0,203.0,180.0,355.3333333333333,49.50084174368482,306.0,405.0,361.8333333333333,44.079095574508024,306.0,413.0,323.0833333333333,53.899668296050564,237.0,413.0,300.0833333333333,55.542319679342945,203.0,413.0,-35.0,34.0,68.0,3,1,306,44,11,4,0,-0.866025403784439,0.49999999999999933,-0.8660254037844379,-0.5000000000000012,2.3519408349995066e-14,-1.0,0.8660254037844402,-0.49999999999999745
1956-12-01,306,271.0,306.0,355.0,405.0,413.0,374.0,317.0,278.0,315.0,229.0,201.0,310.6666666666667,42.193996413391915,271.0,355.0,354.0,55.99285668725923,271.0,413.0,325.9166666666667,49.69261575532222,271.0,413.0,302.9166666666667,51.995749547578406,229.0,413.0,35.0,28.0,77.0,5,1,336,48,12,4,1,-0.4999999999999981,0.8660254037844397,-0.8660254037844365,0.5000000000000038,-1.0,-4.880017777491762e-16,-0.866025403784443,-0.49999999999999234
1957-01-01,315,306.0,271.0,306.0,355.0,405.0,413.0,313.0,284.0,364.0,242.0,204.0,294.3333333333333,20.20725942163683,271.0,306.0,342.6666666666667,57.98160627877279,271.0,413.0,328.25,47.8617801591211,271.0,413.0,306.125,49.5548115507071,233.0,413.0,9.0,31.0,73.0,1,1,1,1,1,1,0,-1.959434878635765e-15,1.0,-3.91886975727153e-15,1.0,-5.878304635907295e-15,1.0,-7.83773951454306e-15,1.0
1957-02-01,301,315.0,306.0,271.0,306.0,355.0,405.0,318.0,277.0,347.0,233.0,188.0,297.3333333333333,23.24507116214813,271.0,315.0,326.3333333333333,46.96239630456088,271.0,405.0,330.8333333333333,46.05892142054872,271.0,413.0,309.1666666666667,47.65151274268922,233.0,413.0,-14.0,24.0,68.0,4,1,32,5,2,1,0,0.49999999999999467,0.8660254037844417,0.8660254037844325,0.5000000000000107,1.0,1.1268607494065414e-14,0.8660254037844509,-0.4999999999999788
1957-03-01,356,301.0,315.0,306.0,271.0,306.0,355.0,374.0,317.0,312.0,267.0,235.0,307.3333333333333,7.094598884597421,301.0,315.0,309.0,27.12194683277691,271.0,355.0,332.8333333333333,43.98312348520955,271.0,413.0,312.0,44.86598401616905,237.0,413.0,55.0,39.0,89.0,4,1,60,9,3,1,0,0.866025403784437,0.5000000000000028,0.8660254037844418,-0.4999999999999945,-1.1762799078180474e-14,-1.0,-0.8660254037844323,-0.500000000000011
1957-04-01,348,356.0,301.0,315.0,306.0,271.0,306.0,413.0,313.0,274.0,269.0,227.0,324.0,28.58321185591286,301.0,356.0,309.1666666666667,27.462095088806386,271.0,356.0,336.0833333333333,44.14739430863918,271.0,413.0,315.7083333333333,44.66248222883034,237.0,413.0,-8.0,35.0,79.0,0,1,91,14,4,2,0,1.0,2.443103791928823e-16,4.886207583857646e-16,-1.0,-1.0,6.372496220022355e-15,-9.772415167715292e-16,1.0
1957-05-01,355,348.0,356.0,301.0,315.0,306.0,271.0,405.0,318.0,237.0,270.0,234.0,335.0,29.71531591620721,301.0,356.0,316.1666666666667,31.543092217895182,271.0,356.0,339.0,43.63693181448327,271.0,413.0,319.0,43.97627819038655,237.0,413.0,7.0,37.0,85.0,2,1,121,18,5,2,0,0.8660254037844373,-0.5000000000000023,-0.8660254037844414,-0.49999999999999534,9.82193361864236e-16,1.0,0.8660254037844333,-0.5000000000000093
1957-06-01,422,355.0,348.0,356.0,301.0,315.0,306.0,355.0,374.0,278.0,315.0,264.0,353.0,4.3588989435403995,348.0,356.0,330.1666666666667,25.561038059254003,301.0,356.0,342.0833333333333,43.32427061408501,271.0,413.0,322.5416666666667,43.27563745459397,237.0,413.0,67.0,48.0,107.0,5,1,152,22,6,2,1,0.5000000000000012,-0.8660254037844379,-0.8660254037844402,0.49999999999999745,1.0,4.408109496293883e-15,-0.8660254037844357,-0.5000000000000051
1957-07-01,465,422.0,355.0,348.0,356.0,301.0,315.0,306.0,413.0,284.0,364.0,302.0,375.0,40.85339643163097,348.0,422.0,349.5,42.12718837045684,301.0,422.0,346.0833333333333,48.45139707777194,271.0,422.0,327.0,47.74570319843505,237.0,422.0,43.0,52.0,101.0,0,1,182,27,7,3,0,5.6346132373510016e-15,-1.0,-1.1269226474702003e-14,1.0,9.798412354452001e-15,-1.0,-2.2538452949404006e-14,1.0
1957-08-01,467,465.0,422.0,355.0,348.0,356.0,301.0,271.0,405.0,277.0,347.0,293.0,414.0,55.434646206140776,355.0,465.0,374.5,58.776696062299564,301.0,465.0,350.4166666666667,56.61746973141708,271.0,465.0,331.2083333333333,55.04225978572145,237.0,465.0,2.0,62.0,120.0,3,1,213,31,8,3,0,-0.49999999999999767,-0.86602540378444,0.8660254037844359,0.5000000000000047,-1.0,-1.5188715212610122e-14,0.866025403784444,-0.4999999999999907
1957-09-01,404,467.0,465.0,422.0,355.0,348.0,356.0,306.0,355.0,317.0,312.0,259.0,451.3333333333333,25.423086620891084,422.0,467.0,402.1666666666667,56.2758088939341,348.0,467.0,355.5833333333333,64.35195601086494,271.0,467.0,336.2083333333333,61.59896891194285,237.0,467.0,-63.0,49.0,92.0,6,1,244,35,9,3,1,-0.8660254037844388,-0.4999999999999998,0.8660254037844384,-0.5000000000000004,-2.057901807076824e-14,1.0,-0.8660254037844392,-0.49999999999999917
1957-10-01,347,404.0,467.0,465.0,422.0,355.0,348.0,315.0,306.0,313.0,274.0,229.0,445.3333333333333,35.80968211717791,404.0,467.0,410.1666666666667,51.61944078219549,348.0,467.0,359.6666666666667,65.84877072550908,271.0,467.0,340.0416666666667,62.87633076933245,237.0,467.0,-57.0,41.0,73.0,1,1,274,40,10,4,0,-1.0,3.185938619692883e-15,-6.371877239385766e-15,-1.0,1.0,-2.452388501477648e-15,1.2743754478771533e-14,1.0
1957-11-01,305,347.0,404.0,467.0,465.0,422.0,355.0,301.0,271.0,318.0,237.0,203.0,406.0,60.02499479383566,347.0,467.0,410.0,51.861353626760646,347.0,467.0,363.0833333333333,63.84421143168261,271.0,467.0,343.0833333333333,61.28828291923682,237.0,467.0,-42.0,34.0,68.0,4,1,305,44,11,4,0,-0.8660254037844392,0.49999999999999917,-0.8660254037844377,-0.5000000000000017,2.937914356680471e-15,-1.0,0.8660254037844406,-0.4999999999999966
1957-12-01,336,305.0,347.0,404.0,467.0,465.0,422.0,356.0,306.0,374.0,278.0,229.0,352.0,49.68903299521936,305.0,404.0,401.6666666666667,64.8557373457938,305.0,467.0,365.9166666666667,60.02644619186033,301.0,467.0,345.9166666666667,57.63371346300915,271.0,467.0,31.0,30.0,58.0,6,1,335,48,12,4,1,-0.5000000000000044,0.866025403784436,-0.8660254037844438,0.49999999999999106,-1.0,-8.32821721483859e-15,-0.8660254037844284,-0.5000000000000178
1958-01-01,340,336.0,305.0,347.0,404.0,467.0,465.0,348.0,315.0,413.0,284.0,242.0,329.3333333333333,21.77919496522613,305.0,347.0,387.3333333333333,68.84378451731573,305.0,467.0,368.4166666666667,57.89089790810057,301.0,467.0,348.3333333333333,55.85047325062565,271.0,467.0,4.0,25.0,56.0,2,1,1,1,1,1,0,-2.204364238465236e-15,1.0,-4.408728476930472e-15,1.0,-1.371852007299671e-14,1.0,-8.817456953860943e-15,1.0
1958-02-01,318,340.0,336.0,305.0,347.0,404.0,467.0,355.0,301.0,405.0,277.0,233.0,327.0,19.157244060667953,305.0,340.0,366.5,58.82431470064012,305.0,467.0,370.5,56.21953720581865,301.0,467.0,350.6666666666667,54.19102016632163,271.0,467.0,-22.0,17.0,41.0,5,1,32,5,2,1,1,0.4999999999999945,0.8660254037844418,0.8660254037844323,0.500000000000011,1.0,-9.312886499249179e-15,0.8660254037844514,-0.4999999999999779
1958-03-01,362,318.0,340.0,336.0,305.0,347.0,404.0,422.0,356.0,355.0,317.0,267.0,331.3333333333333,11.718930554164517,318.0,340.0,341.6666666666667,34.21500645428298,305.0,404.0,371.9166666666667,54.496802797518136,305.0,467.0,352.375,52.3838777886281,271.0,467.0,44.0,6.0,45.0,5,1,60,9,3,1,1,0.8660254037844405,0.49999999999999684,0.8660254037844349,-0.5000000000000063,2.4499125789312947e-14,-1.0,-0.866025403784446,-0.49999999999998723
1958-04-01,348,362.0,318.0,340.0,336.0,305.0,347.0,465.0,348.0,306.0,313.0,269.0,340.0,21.99999999999994,318.0,362.0,334.6666666666667,20.43200104411286,305.0,362.0,372.4166666666667,54.36485885926629,305.0,467.0,354.25,51.86541949247539,271.0,467.0,-14.0,0.0,35.0,1,1,91,14,4,2,0,1.0,4.892397390223529e-16,9.784794780447059e-16,-1.0,-1.0,-1.4677192170670588e-15,-1.9569589560894117e-15,1.0
1958-05-01,363,348.0,362.0,318.0,340.0,336.0,305.0,467.0,355.0,271.0,318.0,270.0,342.6666666666667,22.479620400116424,318.0,362.0,334.8333333333333,20.556426407978336,305.0,362.0,372.4166666666667,54.36485885926629,305.0,467.0,355.7083333333333,51.14215411513523,271.0,467.0,15.0,8.0,45.0,3,1,121,18,5,2,0,0.8660254037844409,-0.49999999999999595,-0.866025403784434,-0.5000000000000081,-6.858022075225178e-15,1.0,0.8660254037844479,-0.49999999999998385
1958-06-01,435,363.0,348.0,362.0,318.0,340.0,336.0,404.0,422.0,306.0,374.0,315.0,357.6666666666667,8.386497083605889,348.0,363.0,344.5,17.06165290937425,318.0,363.0,373.0833333333333,54.18060426746775,305.0,467.0,357.5833333333333,50.52069456876218,271.0,467.0,72.0,13.0,61.0,6,1,152,22,6,2,1,0.5000000000000014,-0.8660254037844378,-0.8660254037844404,0.499999999999997,1.0,1.2248324933383297e-14,-0.8660254037844353,-0.5000000000000059
1958-07-01,491,435.0,363.0,348.0,362.0,318.0,340.0,347.0,465.0,315.0,413.0,364.0,382.0,46.508063816933905,348.0,435.0,361.0,39.84971769034195,318.0,435.0,374.1666666666667,55.36463152810187,305.0,467.0,360.125,52.8626707282346,271.0,467.0,56.0,26.0,78.0,1,1,182,27,7,3,0,5.879542597180472e-15,-1.0,-1.1759085194360944e-14,1.0,1.7638627791541416e-14,-1.0,-2.3518170388721888e-14,1.0
1958-08-01,505,491.0,435.0,363.0,348.0,362.0,318.0,305.0,467.0,301.0,405.0,347.0,429.6666666666667,64.16645021608511,363.0,491.0,386.1666666666667,64.18540851834322,318.0,491.0,376.3333333333333,59.59001339964412,305.0,491.0,363.375,58.36602086235073,271.0,491.0,14.0,38.0,100.0,4,1,213,31,8,3,0,-0.5000000000000036,-0.8660254037844366,0.8660254037844428,0.4999999999999928,-1.0,5.392778780704473e-15,0.8660254037844303,-0.5000000000000144
1958-09-01,404,505.0,491.0,435.0,363.0,348.0,362.0,336.0,404.0,356.0,355.0,312.0,477.0,37.0405183549042,435.0,505.0,417.3333333333333,69.63524012069315,348.0,505.0,379.5,65.55705356959955,305.0,505.0,367.5416666666667,64.69324214869864,271.0,505.0,-101.0,0.0,49.0,0,1,244,36,9,3,0,-0.8660254037844386,-0.5,0.8660254037844386,-0.5,-2.8419233507857654e-14,1.0,-0.8660254037844386,-0.5
1958-10-01,359,404.0,505.0,491.0,435.0,363.0,348.0,340.0,347.0,348.0,306.0,274.0,466.6666666666667,54.72050194701552,404.0,505.0,424.3333333333333,64.9112214233147,348.0,505.0,379.5,65.55705356959955,305.0,505.0,369.5833333333333,65.05243147323338,271.0,505.0,-45.0,12.0,53.0,2,1,274,40,10,4,0,-1.0,-4.164418097737589e-15,8.328836195475178e-15,-1.0,1.0,5.387826935611766e-15,-1.6657672390950356e-14,1.0
1958-11-01,310,359.0,404.0,505.0,491.0,435.0,363.0,318.0,305.0,355.0,271.0,237.0,422.6666666666667,74.76853170507852,359.0,505.0,426.1666666666667,62.43209644619174,359.0,505.0,380.5,65.10620693772795,305.0,505.0,371.7916666666667,63.68535369582503,271.0,505.0,-49.0,5.0,39.0,5,1,305,44,11,4,1,-0.8660254037844393,0.49999999999999895,-0.8660254037844374,-0.5000000000000021,-1.7643579636634123e-14,-1.0,0.866025403784441,-0.4999999999999958
1958-12-01,337,310.0,359.0,404.0,505.0,491.0,435.0,362.0,336.0,422.0,306.0,278.0,357.6666666666667,47.0141822574139,310.0,404.0,417.3333333333333,75.53189171910493,310.0,505.0,380.9166666666667,64.59307355680812,310.0,505.0,373.4166666666667,61.4604267636585,301.0,505.0,27.0,1.0,31.0,0,1,335,49,12,4,0,-0.5000000000000047,0.8660254037844359,-0.866025403784444,0.4999999999999907,-1.0,-1.6168432651928003e-14,-0.8660254037844278,-0.5000000000000187
1959-01-01,360,337.0,310.0,359.0,404.0,505.0,491.0,348.0,340.0,465.0,315.0,284.0,335.3333333333333,24.54248017893328,310.0,359.0,401.0,81.32158385078303,310.0,505.0,381.0,64.53047201270026,310.0,505.0,374.7083333333333,60.29671500653851,301.0,505.0,23.0,20.0,45.0,3,1,1,1,1,1,0,-9.554720955895708e-15,1.0,-1.9109441911791416e-14,1.0,6.8629739203178846e-15,1.0,-3.821888382358283e-14,1.0
1959-02-01,342,360.0,337.0,310.0,359.0,404.0,505.0,363.0,318.0,467.0,301.0,277.0,335.6666666666667,25.026652459594597,310.0,360.0,379.1666666666667,68.97366647255032,310.0,505.0,382.6666666666667,63.62722878158625,310.0,505.0,376.5833333333333,59.045978154586464,301.0,505.0,-18.0,24.0,41.0,6,1,32,5,2,1,1,0.5000000000000004,0.8660254037844384,0.8660254037844392,0.49999999999999917,1.0,-1.4726710621597656e-15,0.8660254037844377,-0.5000000000000017
1959-03-01,406,342.0,360.0,337.0,310.0,359.0,404.0,435.0,362.0,404.0,356.0,317.0,346.3333333333333,12.09683154108264,337.0,360.0,352.0,31.324112118302132,310.0,404.0,384.6666666666667,61.75955330345662,310.0,505.0,378.2916666666667,57.33234853384096,305.0,505.0,64.0,44.0,50.0,6,1,60,9,3,1,1,0.8660254037844368,0.5000000000000032,0.8660254037844423,-0.4999999999999936,3.917631795998353e-15,-1.0,-0.8660254037844313,-0.5000000000000128
1959-04-01,396,406.0,342.0,360.0,337.0,310.0,359.0,491.0,348.0,347.0,348.0,313.0,369.3333333333333,33.00505011863082,342.0,406.0,352.3333333333333,31.991665581313978,310.0,406.0,388.3333333333333,61.59742222075939,310.0,505.0,380.375,57.395509974364806,305.0,505.0,-10.0,48.0,48.0,2,1,91,14,4,2,0,1.0,7.839596456452825e-15,1.567919291290565e-14,-1.0,-1.0,-9.307934654156473e-15,-3.13583858258113e-14,1.0
1959-05-01,420,396.0,406.0,342.0,360.0,337.0,310.0,505.0,363.0,305.0,355.0,318.0,381.3333333333333,34.428670223134276,342.0,406.0,358.5,36.74642839787236,310.0,406.0,392.3333333333333,60.28467818809773,310.0,505.0,382.375,57.0536075146419,305.0,505.0,24.0,57.0,65.0,4,1,121,18,5,2,0,0.866025403784441,-0.4999999999999957,-0.8660254037844337,-0.5000000000000084,-1.469823751231459e-14,1.0,0.8660254037844485,-0.499999999999983
1959-06-01,472,420.0,396.0,406.0,342.0,360.0,337.0,404.0,435.0,336.0,422.0,374.0,407.3333333333333,12.055427546683415,396.0,420.0,376.8333333333333,35.113625085807065,337.0,420.0,397.0833333333333,60.008269632130784,310.0,505.0,385.0833333333333,57.24008679441275,305.0,505.0,52.0,37.0,50.0,0,1,152,23,6,2,0,0.5000000000000017,-0.8660254037844377,-0.8660254037844406,0.4999999999999966,1.0,2.008854037047271e-14,-0.8660254037844347,-0.5000000000000068
1959-07-01,548,472.0,420.0,396.0,406.0,342.0,360.0,359.0,491.0,340.0,465.0,413.0,429.3333333333333,38.85013942488925,396.0,472.0,399.3333333333333,46.037665738681966,342.0,472.0,400.1666666666667,63.0091383463669,310.0,505.0,387.1666666666667,59.50715460577312,305.0,505.0,76.0,57.0,83.0,2,1,182,27,7,3,0,-9.809554005910593e-16,-1.0,1.9619108011821185e-15,1.0,-2.942866201773178e-15,-1.0,3.923821602364237e-15,1.0
1959-08-01,559,548.0,472.0,420.0,396.0,406.0,342.0,310.0,505.0,318.0,467.0,405.0,480.0,64.37390775772433,420.0,548.0,430.6666666666667,71.07929843960618,342.0,548.0,404.9166666666667,71.98795143296721,310.0,548.0,390.625,66.25629584522862,305.0,548.0,11.0,54.0,92.0,5,1,213,31,8,3,1,-0.5000000000000034,-0.8660254037844367,0.8660254037844426,0.4999999999999932,-1.0,-3.086914608678895e-14,0.8660254037844308,-0.5000000000000135
1959-09-01,463,559.0,548.0,472.0,420.0,396.0,406.0,337.0,404.0,362.0,404.0,355.0,526.3333333333334,47.37439533475159,472.0,559.0,466.8333333333333,72.13991035942996,396.0,559.0,409.4166666666667,80.04936923643817,310.0,559.0,394.4583333333333,73.16804907742947,305.0,559.0,-96.0,59.0,59.0,1,1,244,36,9,3,0,-0.8660254037844349,-0.5000000000000063,0.866025403784446,-0.49999999999998723,-7.83773951454306e-15,1.0,-0.8660254037844239,-0.5000000000000254
1959-10-01,407,463.0,559.0,548.0,472.0,420.0,396.0,360.0,359.0,348.0,347.0,306.0,523.3333333333334,52.53887449625594,463.0,559.0,476.3333333333333,66.02019892931698,396.0,559.0,414.3333333333333,81.48545138783297,310.0,559.0,396.9166666666667,74.48193050005163,305.0,559.0,-56.0,48.0,60.0,3,1,274,40,10,4,0,-1.0,-4.40934745756706e-15,8.81869491513412e-15,-1.0,1.0,-1.519366705770283e-14,-1.763738983026824e-14,1.0
1959-11-01,362,407.0,463.0,559.0,548.0,472.0,420.0,342.0,310.0,363.0,305.0,271.0,476.3333333333333,76.87218829546443,407.0,559.0,478.1666666666667,63.445777374594336,407.0,559.0,418.3333333333333,79.68042229412318,310.0,559.0,399.4166666666667,73.73685095259918,305.0,559.0,-45.0,52.0,57.0,6,1,305,44,11,4,1,-0.8660254037844394,0.4999999999999987,-0.8660254037844372,-0.5000000000000026,1.8618345230859297e-14,-1.0,0.8660254037844416,-0.4999999999999949
1959-12-01,405,362.0,407.0,463.0,559.0,548.0,472.0,406.0,337.0,435.0,336.0,306.0,410.6666666666667,50.59973649470266,362.0,463.0,468.5,77.04219623037706,362.0,559.0,422.6666666666667,74.49872888889256,337.0,559.0,401.7916666666667,71.44592309947618,310.0,559.0,43.0,68.0,69.0,1,1,335,49,12,4,0,-0.4999999999999987,0.8660254037844394,-0.8660254037844372,0.5000000000000026,-1.0,4.41306134138659e-15,-0.8660254037844416,-0.4999999999999949
1960-01-01,417,405.0,362.0,407.0,463.0,559.0,548.0,396.0,360.0,491.0,340.0,315.0,391.3333333333333,25.42308662089136,362.0,407.0,457.3333333333333,81.17799373393382,362.0,559.0,428.3333333333333,69.83009683684062,342.0,559.0,404.6666666666667,70.05815389757473,310.0,559.0,12.0,57.0,77.0,4,1,1,53,1,1,0,4.411204399476825e-15,1.0,8.82240879895365e-15,1.0,-9.772415167715292e-16,1.0,1.76448175979073e-14,1.0
1960-02-01,391,417.0,405.0,362.0,407.0,463.0,559.0,420.0,342.0,505.0,318.0,301.0,394.6666666666667,28.919428302325496,362.0,417.0,435.5,68.54998176513212,362.0,559.0,433.0833333333333,66.6243994799257,342.0,559.0,407.875,68.71827331180955,310.0,559.0,-26.0,49.0,73.0,0,1,32,5,2,1,0,0.49999999999999406,0.866025403784442,0.8660254037844318,0.5000000000000119,1.0,6.367544374929648e-15,0.8660254037844524,-0.49999999999997624
1960-03-01,419,391.0,417.0,405.0,362.0,407.0,463.0,472.0,406.0,404.0,362.0,356.0,404.3333333333333,13.01281419729584,391.0,417.0,407.5,33.224990594430054,362.0,463.0,437.1666666666667,61.86618011825495,362.0,559.0,410.9166666666667,66.13419602639779,310.0,559.0,28.0,13.0,57.0,1,1,61,9,3,1,0,0.8660254037844367,0.5000000000000034,0.8660254037844426,-0.4999999999999932,1.1757847233087767e-14,-1.0,-0.8660254037844308,-0.5000000000000135
1960-04-01,461,419.0,391.0,417.0,405.0,362.0,407.0,548.0,396.0,359.0,348.0,348.0,409.0,15.620499351813656,391.0,419.0,400.1666666666667,21.207703003075025,362.0,419.0,438.25,61.382741133734264,362.0,559.0,413.2916666666667,65.31960166993426,310.0,559.0,42.0,65.0,113.0,4,1,92,13,4,2,0,1.0,9.790984586812941e-16,1.9581969173625882e-15,-1.0,-1.0,-1.7148150091245887e-14,-3.9163938347251765e-15,1.0
1960-05-01,472,461.0,419.0,391.0,417.0,405.0,362.0,559.0,420.0,310.0,363.0,355.0,423.6666666666667,35.23256069793031,391.0,461.0,409.1666666666667,32.914535796007094,362.0,461.0,443.6666666666667,60.17147214923521,362.0,559.0,418.0,64.47581278884857,310.0,559.0,11.0,52.0,109.0,6,1,122,17,5,2,1,0.8660254037844377,-0.5000000000000017,-0.8660254037844406,-0.4999999999999966,-2.2538452949404006e-14,1.0,0.8660254037844347,-0.5000000000000068
1960-06-01,535,472.0,461.0,419.0,391.0,417.0,405.0,463.0,472.0,337.0,435.0,422.0,450.6666666666667,27.970222261064407,419.0,472.0,427.5,32.01093563143625,391.0,472.0,448.0,60.18456461736638,362.0,559.0,422.5416666666667,64.27182705994308,310.0,559.0,63.0,63.0,100.0,2,1,153,22,6,2,0,0.4999999999999957,-0.866025403784441,-0.8660254037844337,0.5000000000000084,1.0,-4.92953622841883e-16,-0.8660254037844485,-0.499999999999983
1960-07-01,622,535.0,472.0,461.0,419.0,391.0,417.0,407.0,548.0,360.0,491.0,465.0,489.3333333333333,39.92910383834507,461.0,535.0,449.1666666666667,51.68526546963466,391.0,535.0,453.25,65.02184947455004,362.0,559.0,426.7083333333333,68.23391937755909,310.0,559.0,87.0,74.0,131.0,4,1,183,26,7,3,0,6.369401316839413e-15,-1.0,-1.2738802633678827e-14,1.0,3.3319058665720244e-14,-1.0,-2.5477605267357653e-14,1.0
1960-08-01,606,622.0,535.0,472.0,461.0,419.0,391.0,362.0,559.0,342.0,505.0,467.0,543.0,75.31932023060226,472.0,622.0,483.3333333333333,83.8919940558489,391.0,622.0,459.4166666666667,77.19451032452089,362.0,622.0,432.1666666666667,78.12346230370802,310.0,622.0,-16.0,47.0,101.0,0,1,214,31,8,3,0,-0.499999999999997,-0.8660254037844404,0.8660254037844353,0.5000000000000059,-1.0,-1.0287652093474354e-14,0.8660254037844455,-0.4999999999999881
1960-09-01,508,606.0,622.0,535.0,472.0,461.0,419.0,405.0,463.0,406.0,404.0,404.0,587.6666666666666,46.30694692304108,535.0,622.0,519.1666666666666,82.47039872988711,419.0,622.0,463.3333333333333,83.6305004532482,362.0,622.0,436.375,84.66394566550879,310.0,622.0,-98.0,45.0,104.0,3,1,245,35,9,3,0,-0.8660254037844384,-0.5000000000000004,0.8660254037844392,-0.49999999999999917,1.2743754478771533e-14,1.0,-0.8660254037844377,-0.5000000000000017
1960-10-01,461,508.0,606.0,622.0,535.0,472.0,461.0,417.0,407.0,396.0,359.0,347.0,578.6666666666666,61.71979693204882,508.0,622.0,534.0,67.49518501345031,461.0,622.0,467.0833333333333,84.61727561989619,362.0,622.0,440.7083333333333,85.59128316378509,310.0,622.0,-47.0,54.0,102.0,5,1,275,39,10,4,1,-1.0,-1.1759704174997533e-14,2.3519408349995066e-14,-1.0,1.0,2.1068257809790594e-14,-4.703881669999013e-14,1.0
1960-11-01,390,461.0,508.0,606.0,622.0,535.0,472.0,391.0,362.0,420.0,310.0,305.0,525.0,73.97972695272678,461.0,606.0,534.0,67.49518501345031,461.0,622.0,471.5833333333333,82.54195443787596,362.0,622.0,444.9583333333333,83.87282254889777,310.0,622.0,-71.0,28.0,80.0,1,1,306,44,11,4,0,-0.8660254037844359,0.5000000000000047,-0.866025403784444,-0.4999999999999907,-1.963148762455295e-15,-1.0,0.8660254037844278,-0.5000000000000187
1960-12-01,432,390.0,461.0,508.0,606.0,622.0,535.0,419.0,405.0,472.0,337.0,336.0,453.0,59.40538696111666,390.0,508.0,520.3333333333334,87.80584642645708,390.0,622.0,473.9166666666667,79.50238227801063,390.0,622.0,448.2916666666667,79.76513304242285,337.0,622.0,42.0,27.0,95.0,3,1,336,48,12,4,0,-0.5000000000000051,0.8660254037844357,-0.8660254037844445,0.4999999999999898,-1.0,-3.427154095702824e-15,-0.8660254037844269,-0.5000000000000203
